139578,7,aquisition_unlikely,aquisition_likely,,,,
0,0,0,1,64.99,1,65.34,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,67.6,0
0,0,0,1,64.99,1,64.2,0
3,6,7,1,5.99,1,5.99,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,1299,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,147.63,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,68.14,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,137.8,0
0,0,0,1,64.99,1,130,0
5,8,9,1,5.99,1,5.99,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
2,3,5,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.6,0
0,0,0,1,64.99,1,314.89,0
4,6,7,1,5.99,1,6.81,0
0,0,0,1,64.99,1,67.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,68.26,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,64.35,0
2,3,4,1,5.99,2,11.98,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,64.28,0
0,0,0,1,64.99,1,65.4,0
0,0,0,1,64.99,1,64.39,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,5.99,1,5.99,0
3,4,5,1,5.99,3,19.05,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,300.3,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
1,2,3,1,5.99,2,12.96,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.43,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.4,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,68.2,0
0,0,0,1,64.99,1,63,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,67.9,0
0,0,0,1,64.99,1,68.78,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,67.6,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,143,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,60,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,137.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.96,0
1,2,3,1,5.99,3,20.49,0
0,0,0,1,64.99,1,146.46,0
0,0,0,1,64.99,1,67.6,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,136.5,0
0,0,0,1,64.99,1,131.3,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,64.26,0
0,0,0,1,64.99,1,68.26,0
0,0,0,1,64.99,1,64.35,0
1,2,3,1,5.99,3,19.77,0
0,0,0,1,64.99,1,68.29,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.94,0
0,0,0,1,64.99,1,65.16,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,147.24,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,66,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,5.99,2,12.82,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,303.1,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,145.65,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,65.34,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,138.78,0
0,0,0,1,64.99,1,68.26,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,64.43,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,63.36,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,139.43,0
0,0,0,1,64.99,1,64.88,0
1,2,2,1,5.99,2,13.06,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,60,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,66.18,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
3,4,4,1,5.99,2,12.64,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,65.16,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,296.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,68.62,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,5.99,1,6.48,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,63.6,0
0,0,0,2,11.98,1,5.99,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.68,0
0,0,0,1,64.99,1,317.13,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,68.02,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,137.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.16,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.35,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,296.8,0
0,0,0,1,64.99,1,138.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.26,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,66.3,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,64.35,0
1,2,2,1,5.99,2,12.82,0
0,0,0,1,64.99,1,139.43,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.93,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.85,0
0,0,0,1,64.99,1,137.8,0
1,2,2,1,5.99,2,11.98,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,64.99,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.78,0
1,1,1,1,5.99,1,5.99,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,67.96,0
1,2,2,1,5.99,2,12.98,0
0,0,0,1,64.99,1,295.4,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,147.24,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,63.36,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.08,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.38,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,317.13,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,148.93,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,140.34,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,302.4,0
0,0,0,1,64.99,1,68.26,0
0,0,0,1,64.99,1,66,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.92,0
0,0,0,1,64.99,1,67.9,0
0,0,0,1,64.99,1,148.16,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
1,1,1,1,5.99,1,5.99,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.78,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.5,0
2,2,2,1,64.99,1,64.68,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,142.35,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.4,0
0,0,0,1,64.99,1,137.8,0
0,0,0,1,64.99,1,67.22,0
0,0,0,1,64.99,1,68.18,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.22,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.28,0
0,0,0,1,64.99,1,64.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.6,0
0,0,0,1,64.99,1,66.63,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,68.14,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.3,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,308,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,5.99,2,11.98,0
0,0,0,1,64.99,1,137.15,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,139.43,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,5.99,1,5.99,0
5,6,7,1,5.99,1,5.99,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
3,3,3,1,64.99,1,307.16,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.03,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,300.65,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,305.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.04,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,300.3,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.14,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,291.2,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,68.38,0
0,0,0,1,64.99,1,64.52,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,68.26,0
0,0,0,1,64.99,1,146.46,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.86,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,67.96,0
0,0,0,1,64.99,1,64.35,0
0,0,0,1,64.99,1,66.24,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,137.93,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
2,2,2,1,64.99,1,130,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.84,0
0,0,0,1,64.99,1,68.38,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.28,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.04,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,296.8,0
2,2,2,1,64.99,1,60,0
0,0,0,1,64.99,1,67.78,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,65.22,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,63.81,0
0,0,0,1,64.99,1,140.4,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.43,0
0,0,0,1,64.99,1,130,0
1,1,1,1,5.99,1,5.99,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,64.52,0
0,0,0,1,64.99,1,130,0
1,2,2,1,5.99,2,13.18,0
2,4,4,1,5.99,2,12.84,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
2,2,2,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,68.38,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,63.9,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,66,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.43,0
0,0,0,1,64.99,1,65.48,0
1,3,3,1,5.99,2,12.78,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,146.3,0
0,0,0,1,64.99,1,130,0
1,2,2,1,5.99,2,12.96,0
0,0,0,1,64.99,1,130,0
2,2,2,1,64.99,1,67.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.9,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,73.87,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,68.14,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.93,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,282.8,0
0,0,0,1,64.99,1,65.4,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.84,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
2,2,2,1,64.99,1,147.89,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,138.45,0
0,0,0,1,5.99,2,13.42,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.22,0
0,0,0,1,64.99,1,68.14,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.1,0
0,0,0,1,64.99,1,66.24,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,295.4,0
0,0,0,1,64.99,1,130,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,141.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.5,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,146.85,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
1,3,4,1,5.99,3,19.44,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,148.67,0
0,0,0,1,64.99,1,64.2,0
1,2,4,1,5.99,3,19.44,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.4,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,296.8,0
2,2,2,1,64.99,1,64.35,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,65.22,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.11,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,142.35,0
0,0,0,1,64.99,1,66,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.05,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
1,1,1,1,64.99,1,74.4,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.16,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,147.76,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,146.46,0
1,2,2,1,5.99,2,13.55,0
0,0,0,1,64.99,1,60,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,64.99,1,65.24,0
0,0,0,1,64.99,1,64.95,0
2,2,2,1,64.99,1,280,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,299.6,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,64.8,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.28,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
1,2,2,1,5.99,2,11.98,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,67.22,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.16,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.2,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,139.75,0
1,1,3,2,129.98,3,194.97,0
0,0,0,1,64.99,1,280,0
2,2,2,1,64.99,1,65.46,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.69,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,69.6,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,64.58,0
0,0,0,1,64.99,1,67.9,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,68.26,0
0,0,0,1,64.99,1,299.6,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,64.2,0
0,0,0,1,64.99,1,280,0
0,0,0,1,64.99,1,64.95,0
0,0,0,1,64.99,1,140.73,0
0,0,0,1,64.99,1,65.7,0
0,0,0,1,64.99,1,63.6,0
0,0,0,1,64.99,1,130,0
0,0,0,1,64.99,1,66.78,0
1,2,3,1,5.99,3,19.17,0
0,0,0,1,64.99,1,62.7,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,60,0
0,0,0,1,64.99,1,130,0
5,6,7,1,5.99,2,12.82,0
0,0,0,1,64.99,1,64.95,0
2,2,2,1,64.99,1,65.7,0
