139578,7,aquisition_unlikely,aquisition_likely,,,,
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
0,0,0,2,11.98,3,20.34,0
6,7,8,1,5.99,1,6.77,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,2,11.98,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,2,12.7,0
1,2,3,1,5.99,2,13.53,0
0,0,0,1,5.99,2,11.98,0
3,4,5,1,5.99,5,29.95,0
6,8,9,1,5.99,4,27.24,0
1,2,3,1,5.99,2,12.82,0
3,5,8,1,5.99,5,32.1,0
0,0,0,1,5.99,1,5.99,0
2,3,4,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
1,1,1,2,11.98,2,12.76,1
1,4,9,1,5.99,5,29.95,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,4,23.96,0
1,2,3,1,5.99,2,11.98,0
2,3,4,1,5.99,1,6.44,0
1,2,3,1,5.99,5,32.05,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,6.35,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,32.8,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.2,0
1,2,3,1,5.99,2,12.92,0
0,0,0,1,5.99,2,11.98,0
6,7,8,1,5.99,1,6.56,0
1,2,3,2,11.98,4,25.68,1
6,7,8,1,5.99,4,25.92,0
3,4,5,1,5.99,2,12.78,0
2,2,2,1,5.99,1,6.41,0
1,2,3,1,5.99,2,13.12,0
6,7,8,1,5.99,4,25.92,0
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,5,32.9,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,6.48,0
1,2,3,2,11.98,2,11.98,1
1,2,3,1,5.99,5,31.75,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,1,6.79,0
1,4,4,1,5.99,4,23.96,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,3,19.44,0
1,2,3,1,5.99,2,12.96,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.35,0
1,2,3,1,5.99,2,11.98,0
6,7,8,2,11.98,3,17.97,0
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,5,32.25,0
0,0,0,1,5.99,2,13.02,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,33.95,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.05,0
2,5,6,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,31.75,0
3,4,6,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.4,0
1,2,3,1,5.99,5,29.95,0
1,2,4,1,5.99,5,29.95,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.41,0
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,5,32.55,0
1,2,3,1,5.99,5,31.6,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,6.53,0
6,7,8,1,5.99,1,5.99,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,1,6.42,0
0,0,0,1,5.99,1,5.99,0
1,2,2,2,11.98,3,17.97,1
1,3,5,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.65,0
1,2,3,1,5.99,2,13.56,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,2,13.42,0
0,0,0,2,11.98,1,6.52,0
1,2,3,1,5.99,2,12.94,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,5,31.75,0
1,2,3,1,5.99,5,30.31,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,2,11.98,0
1,3,4,2,11.98,5,29.95,1
6,7,12,1,5.99,4,23.96,0
0,0,0,1,5.99,1,6.85,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
6,7,8,1,5.99,1,6.05,0
1,2,3,1,5.99,5,32.4,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.47,0
0,0,0,1,5.99,1,6.39,0
2,3,4,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,13.18,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.05,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
6,7,8,1,5.99,1,6.56,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.05,0
0,0,0,1,5.99,4,26.36,0
1,2,3,1,5.99,2,13.03,0
0,0,0,1,5.99,4,23.96,0
6,7,8,1,5.99,1,6.48,0
6,7,8,1,5.99,4,23.96,0
1,2,3,1,5.99,5,31.45,0
1,2,3,1,5.99,5,32.8,0
1,3,4,1,5.99,5,29.95,0
0,0,0,1,5.99,4,23.96,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,34.15,0
0,0,0,1,5.99,3,19.59,0
0,0,0,1,5.99,3,20.31,0
1,2,3,1,5.99,2,12.96,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,32.4,0
6,7,8,1,5.99,1,6.42,0
0,0,0,1,5.99,4,23.96,0
0,0,0,1,5.99,1,6.05,0
0,0,0,1,5.99,1,6.41,0
0,0,0,1,5.99,2,11.98,0
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,5,31.95,0
1,2,3,1,5.99,5,29.95,0
4,5,6,1,5.99,2,11.98,0
1,2,4,1,5.99,5,32.4,0
0,0,0,1,5.99,3,19.05,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,6.48,0
0,0,0,1,5.99,2,12.82,0
6,7,8,1,5.99,1,5.99,0
1,2,3,1,5.99,2,12.82,0
0,0,0,1,5.99,1,6.44,0
1,2,3,1,5.99,5,32.4,0
6,7,8,1,5.99,1,5.99,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.4,0
1,2,3,1,5.99,5,29.95,0
2,4,6,2,11.98,1,6.48,1
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
2,3,4,1,5.99,5,32.6,0
0,0,0,1,5.99,3,17.97,0
3,4,5,1,5.99,2,13.56,0
0,0,0,1,5.99,3,17.97,0
0,0,0,2,11.98,1,5.99,1
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.05,0
3,4,5,2,11.98,2,11.98,1
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,2,12.96,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.05,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,4,23.96,0
0,0,0,2,11.98,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.78,0
1,2,3,1,5.99,4,25.64,0
0,0,0,1,5.99,3,19.44,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,4,23.96,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,4,25.56,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,31.75,0
0,0,0,1,5.99,4,25.64,0
0,0,0,1,5.99,1,6.85,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,3,17.97,0
0,0,0,2,11.98,2,11.98,0
1,2,3,1,5.99,2,12.96,0
0,0,0,1,5.99,1,6.41,0
1,2,3,1,5.99,2,11.98,0
0,0,0,2,11.98,1,6.33,0
1,2,3,1,5.99,2,12.7,0
0,0,0,1,5.99,1,6.39,0
6,7,8,1,5.99,1,5.99,0
6,7,8,1,5.99,4,23.96,0
0,0,0,1,5.99,3,19.41,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,3,19.77,0
1,2,4,2,11.98,4,23.96,1
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,2,11.98,0
1,1,1,2,11.98,2,13.62,1
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,12.96,0
0,0,0,1,5.99,1,6.41,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,32.1,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,2,13.02,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,4,23.96,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,30.25,0
1,2,3,1,5.99,6,35.94,0
1,2,3,1,5.99,6,39.06,0
3,6,7,1,5.99,6,38.88,0
1,2,3,1,5.99,3,17.97,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,3,25.88,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,3,17.97,0
1,2,2,1,5.99,5,29.95,0
0,0,0,1,5.99,4,23.96,0
2,3,4,1,5.99,6,35.94,0
1,2,3,1,5.99,3,19.41,0
1,2,3,2,11.98,5,32.1,1
1,2,3,1,5.99,6,40.8,0
1,2,3,1,5.99,6,38.88,0
0,0,0,1,5.99,2,11.98,0
0,0,0,1,5.99,5,29.95,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,4,27.12,0
1,2,7,1,5.99,6,41.1,0
0,0,0,1,5.99,5,29.95,0
1,2,3,1,5.99,3,20.34,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,6,39.54,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,1,5.99,0
4,6,7,1,5.99,5,29.95,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,6,38.34,0
0,0,0,1,5.99,3,17.97,0
1,2,2,1,5.99,1,5.99,0
2,3,4,1,5.99,2,11.98,0
1,2,3,1,5.99,6,38.28,0
0,0,0,1,5.99,1,6.05,0
0,0,0,1,5.99,4,23.96,0
0,0,0,1,5.99,2,11.98,0
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,6,35.94,0
2,2,2,2,11.98,2,11.98,1
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,6,35.94,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,6,40.68,0
0,0,0,1,5.99,3,19.26,0
1,5,6,1,5.99,4,32.8,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,6.59,0
0,0,0,1,5.99,1,6.44,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,6,37.56,0
0,0,0,1,5.99,1,6.48,0
1,2,3,1,5.99,6,35.94,0
1,2,3,2,11.98,4,23.96,1
1,2,3,1,5.99,6,35.94,0
1,3,4,2,11.98,7,41.93,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,2,12.96,0
1,2,3,1,5.99,6,35.94,0
1,2,3,1,5.99,6,35.94,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,3,19.44,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,3,17.97,0
0,0,0,3,17.97,2,11.98,1
0,0,0,1,5.99,1,6.48,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,1,6.82,0
1,2,3,1,5.99,6,37.56,0
1,2,3,1,5.99,6,38.1,0
1,2,3,1,5.99,6,39.54,0
1,2,3,1,5.99,3,18.9,0
1,2,3,1,5.99,3,19.05,0
0,0,0,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.59,0
1,2,3,1,5.99,6,35.94,0
1,2,3,1,5.99,6,35.94,0
2,3,4,1,5.99,5,29.95,0
1,2,3,1,5.99,6,35.94,0
1,2,3,1,5.99,6,36.3,0
6,7,9,1,5.99,4,23.96,0
1,2,3,1,5.99,6,37.92,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,6,35.94,0
1,4,6,1,5.99,5,29.95,0
0,0,0,3,17.97,2,12.58,0
1,2,3,1,5.99,6,35.94,0
1,3,4,1,5.99,6,35.94,0
1,2,3,1,5.99,5,32.8,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,6,37.92,0
1,2,3,1,5.99,6,40.31,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,2,12.96,0
4,6,7,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
2,4,6,1,5.99,6,35.94,0
0,0,0,1,5.99,1,6.41,0
0,0,0,1,5.99,1,6.81,0
0,0,0,1,5.99,1,6.42,0
0,0,0,1,5.99,5,29.95,0
0,0,0,1,5.99,3,17.97,0
1,1,1,1,5.99,1,5.99,0
0,0,0,1,5.99,2,12.64,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,5,32.4,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,3,19.77,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,4,23.96,0
1,2,2,2,70.98,4,240.37,0
0,0,0,2,11.98,1,5.99,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,6,41.1,0
1,2,3,1,5.99,3,19.44,0
1,2,3,1,5.99,6,40.74,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,6,36.3,0
1,2,3,1,5.99,6,35.94,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,6.78,0
1,2,3,1,5.99,5,29.95,0
3,4,5,1,5.99,5,29.95,0
1,2,3,2,11.98,4,23.96,1
1,2,3,1,5.99,5,29.95,0
2,3,4,1,5.99,5,32.4,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,6.56,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,3,17.97,0
5,6,7,1,5.99,1,6.56,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,12.96,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.95,0
1,2,3,1,5.99,5,32.05,0
1,2,4,1,5.99,5,32.4,0
1,2,3,1,5.99,5,33.9,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,33.85,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,2,12.96,0
0,0,0,1,5.99,2,13.12,0
1,2,3,1,5.99,5,32.4,0
1,2,3,1,5.99,5,32.1,0
0,0,0,1,5.99,4,25.92,0
2,3,4,1,5.99,5,31.6,0
0,0,0,1,5.99,3,17.97,0
6,7,8,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,2,2,11.98,4,25.62,1
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,3,17.97,0
0,0,0,2,11.98,4,23.96,1
5,6,7,1,5.99,4,23.96,0
0,0,0,1,5.99,1,6.44,0
1,2,3,1,5.99,5,32.8,0
1,2,3,1,5.99,5,29.95,0
1,2,6,1,5.99,5,32.4,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.35,0
0,0,0,1,5.99,1,6.48,0
2,4,5,1,5.99,5,32.1,0
2,4,5,2,11.98,7,44.73,0
0,0,0,1,5.99,2,12.7,0
0,0,0,1,5.99,1,6.53,0
0,0,0,1,5.99,4,23.96,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
1,2,2,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.35,0
1,2,3,1,5.99,5,32.3,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.69,0
5,6,7,1,5.99,4,23.96,0
1,2,3,1,5.99,5,31.9,0
5,6,7,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
5,6,7,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,31.65,0
0,0,0,1,5.99,1,6.44,0
1,2,3,1,5.99,2,12.7,0
1,2,3,1,5.99,5,32.2,0
0,0,0,1,5.99,2,13.58,0
2,3,4,1,5.99,2,13.53,0
1,2,3,1,5.99,2,12.64,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,3,19.44,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,3,19.44,0
0,0,0,2,11.98,1,6.41,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,2,11.98,0
4,6,7,2,11.98,3,17.97,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,2,11.98,0
0,0,0,1,5.99,4,23.96,0
3,4,5,1,5.99,2,11.98,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,3,19.05,0
1,2,3,1,5.99,5,29.95,0
3,4,5,1,5.99,5,32.65,0
0,0,0,1,5.99,3,20.34,0
0,0,0,2,11.98,1,5.99,0
1,2,3,1,5.99,5,29.95,0
2,2,2,1,5.99,1,5.99,0
0,0,0,1,5.99,3,19.05,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,4,25.92,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.4,0
1,2,3,1,5.99,5,31.65,0
0,0,0,1,5.99,4,25.56,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,12.84,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,4,23.96,0
1,2,3,1,5.99,5,31.75,1
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
6,7,9,1,5.99,4,25.92,0
0,0,0,1,5.99,1,6.38,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,13.56,0
0,0,0,1,5.99,2,11.98,0
1,5,6,1,5.99,5,31.95,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,30.25,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,4,23.96,0
1,2,3,1,5.99,5,32.05,0
0,0,0,1,5.99,1,6.48,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,2,11.98,0
0,0,0,1,5.99,1,6.41,0
1,2,3,1,5.99,5,31.65,0
0,0,0,1,5.99,1,6.41,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,1,6.56,0
1,4,5,1,5.99,5,29.95,0
6,7,8,1,5.99,4,24.2,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,5.99,0
0,0,0,2,11.98,4,24.32,1
0,0,0,1,5.99,3,19.59,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
4,5,6,2,11.98,1,5.99,1
0,0,0,1,5.99,3,17.97,0
1,2,3,1,5.99,4,25.92,0
5,6,7,1,5.99,5,33.9,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
6,7,8,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,6.41,0
1,2,3,1,5.99,2,12.96,0
1,2,3,1,5.99,5,32.2,0
0,0,0,1,5.99,3,19.77,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,6.48,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,33.9,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
6,7,8,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
0,0,0,2,11.98,1,6.42,0
2,2,2,1,5.99,1,6.53,0
6,7,8,1,5.99,1,5.99,0
0,0,0,1,5.99,1,6.59,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.6,0
1,2,3,1,5.99,5,32.4,0
1,2,3,1,5.99,2,13.12,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,3,19.53,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,3,17.97,0
0,0,0,1,5.99,1,6.47,0
0,0,0,1,5.99,4,27.24,0
0,0,0,1,5.99,3,17.97,0
6,7,8,1,5.99,1,5.99,0
1,7,8,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.48,0
0,0,0,2,11.98,2,11.98,0
1,2,3,1,5.99,5,32.05,0
1,2,3,1,5.99,5,32.05,0
1,2,3,1,5.99,5,29.95,0
6,7,8,1,5.99,5,29.95,0
1,2,2,1,5.99,2,13.12,0
0,0,0,1,5.99,2,12.82,0
0,0,0,2,11.98,3,17.97,0
1,2,3,1,5.99,5,32.1,0
0,0,0,1,5.99,3,19.68,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
3,4,5,1,5.99,3,17.97,0
4,6,7,2,11.98,3,17.97,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,34.15,0
2,3,4,1,5.99,5,33.85,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.05,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,2,13.06,0
0,0,0,1,5.99,2,11.98,0
1,2,2,2,11.98,4,25.56,1
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,1,6.48,0
6,7,8,1,5.99,4,26.12,0
0,0,0,1,5.99,1,6.48,0
1,2,3,1,5.99,5,32.65,0
0,0,0,1,5.99,1,5.99,0
6,8,11,1,5.99,4,23.96,0
1,2,3,1,5.99,5,29.95,0
6,7,8,1,5.99,1,6.44,0
0,0,0,1,5.99,1,5.99,0
0,0,0,6,94.94,4,24.2,1
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,6.39,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
3,4,5,1,5.99,5,32.15,0
0,0,0,1,5.99,2,12.76,0
6,7,8,1,5.99,4,23.96,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,32.8,0
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,2,11.98,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,5,32.8,0
1,2,3,1,5.99,2,11.98,0
6,7,8,1,5.99,1,6.47,0
6,7,8,1,5.99,4,25.92,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,1,6.48,0
0,0,0,1,5.99,4,23.96,0
0,0,0,2,11.98,2,11.98,0
0,0,0,1,5.99,2,12.96,0
1,2,3,1,5.99,5,32.4,0
0,0,0,1,5.99,1,5.99,0
5,6,7,1,5.99,1,5.99,0
0,0,0,1,5.99,1,5.99,0
1,2,3,1,5.99,2,11.98,0
5,6,7,1,5.99,1,5.99,0
1,2,3,1,5.99,5,32.5,0
0,0,0,1,5.99,1,5.99,0
0,0,0,1,5.99,4,23.96,0
1,2,3,1,5.99,5,30.25,0
0,0,0,1,5.99,1,5.99,0
1,2,3,2,11.98,4,23.96,1
0,0,0,1,5.99,2,13.56,0
5,6,7,1,5.99,2,13.02,0
0,0,0,1,5.99,1,6.56,0
5,6,7,1,5.99,1,5.99,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,3,17.97,0
1,1,1,2,11.98,1,5.99,1
1,2,3,1,5.99,3,17.97,0
1,2,3,1,5.99,5,30.25,0
1,2,3,1,5.99,2,11.98,0
0,0,0,1,5.99,2,11.98,0
1,2,3,1,5.99,5,30.25,0
0,0,0,1,5.99,1,6.61,0
4,5,6,1,5.99,5,32.4,0
3,4,5,1,5.99,2,11.98,0
0,0,0,1,5.99,1,6.53,0
0,0,0,1,5.99,1,6.48,0
1,2,3,1,5.99,2,11.98,0
1,2,3,1,5.99,5,29.95,0
1,2,3,2,11.98,4,25.76,1
1,2,3,1,5.99,5,29.95,0
1,2,3,1,5.99,5,29.95,0
0,0,0,1,5.99,4,23.96,0
